first_name,last_name,email,password,education,latitude,longitude,skills,description
c529 first name,c529 last name,c529@email.com,password,PhD,-33.670108199552146,151.32231985753884,"['All Banking & Financial Services ', 'Audit - External', 'Horticulture', 'Navy', 'Insurance & Superannuation Law', 'Water & Waste Engineering']","To work with a company which appreciates innovations so that, I can enhance my knowledge and skills to give my best for the growth of the company"
c530 first name,c530 last name,c530@email.com,password,tertiary,-34.0139990964182,150.9284171453115,"['Fishing & Aquaculture', 'Law Clerks & Paralegals', ""Workers' Compensation"", 'Building Services Engineering', 'Residential Sales', 'New Business Development']",To secure a challenging position where I can effectively contribute my skills as web developer for growth of organization and myself
c531 first name,c531 last name,c531@email.com,password,none,-33.89236051161721,151.52322042277407,"['All Administration & Office Support ', 'Business Services & Corporate Advisory', 'Oil & Gas - Production & Refinement', 'Treasury']",To work in a challenging environment demanding all my skills and efforts to contribute to the development of organization and myself with impressive performance
c532 first name,c532 last name,c532@email.com,password,secondary,-33.98911153918004,151.2421142864953,['Photography'],"To seek a challenging career where I can effectively apply my knowledge and develop skills in the fields of Finance, Costing, Taxation and Accounting and contribute to the growth of the organization"
c533 first name,c533 last name,c533@email.com,password,masters,-33.90035712266241,150.99183995464014,"['Teaching - Early Childhood', 'Health, Safety & Environment', 'Credit', 'Emergency Services', 'Oil & Gas - Production & Refinement', 'CEO']",To utilize and improve my technical skills and domain knowledge for achieving the target and delivering the best performance in the organization
c534 first name,c534 last name,c534@email.com,password,postgraduate,-33.80738190911184,150.96938400564892,"['Other', 'Litigation & Dispute Resolution', 'Other', 'All Insurance & Superannuation', 'Digital & Search Marketing', 'All Construction ', 'Mining - Drill & Blast', 'Team Leaders/Supervisors', 'All Banking & Financial Services ']",To work with a healthy environment with dedication and updating with day to day technologies for the growth of the Organization and self
c535 first name,c535 last name,c535@email.com,password,secondary,-33.85053143662079,151.18098773061783,"['Account & Relationship Management', 'Automotive Trades ', 'Management', 'Surveying', 'Graphic Design', 'Mining - Processing', 'Strategy & Planning', 'Management', 'Student Services']",To develop my career as a successful developer in an organization where I will be a valuable team member and there will be a scope for personal and organizational growth
c536 first name,c536 last name,c536@email.com,password,none,-33.87727675994206,150.98130783285288,"['Management - Vocational', 'Veterinary Services & Animal Welfare', 'Farm Labour', 'Management', 'Superannuation', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Analysis & Reporting', 'Programme & Project Management']","To be part of an organization where the process of learning never ends and every day is a challenge to learn, perform and deliver in order to facilitate the growth and development of the respective organization as well as an individual"
c537 first name,c537 last name,c537@email.com,password,PhD,-34.00304968377664,151.12579151656584,"['Assistant Accountants', 'Analysis & Reporting', 'Strategy & Planning']",To obtain challenging and responsible position in an organisation where in I contribute to the successful growth of an organisation using my abilities and knowledge
c538 first name,c538 last name,c538@email.com,password,masters,-33.78355174141983,151.1225735756909,"['Business Services & Corporate Advisory', 'Biotechnology & Genetics', 'Natural Resources & Water', 'Tutoring', 'Consultants', 'Farm Management', 'Clinical/Medical Research', 'Mining - Processing', 'Banking - Business']",To seek challenging position and dedicate my service to a company and contribute my talents and skills for the progress of organization which leads me to have the job satisfaction
c539 first name,c539 last name,c539@email.com,password,tertiary,-33.71861964513731,150.98842655683336,"['Management - Store ', 'Chemical Engineering', 'Cost Accounting', 'Payroll', 'Student Services', 'Air Force', 'All Advertising, Arts & Media', 'All Accounting ']",To secure a position in a challenging environment requiring innovation and to improve my individuality in team work and to be efficient contributor to the development of the industry
c540 first name,c540 last name,c540@email.com,password,postgraduate,-33.77759704991226,151.22037528011327,"['All Farming, Animals & Conservation ', 'Project Engineering', 'Compliance & Risk', 'Management', 'Other', 'Management', 'Rail & Maritime Transport', 'All CEO & General Management', 'Other', 'Intellectual Property Law']","To build career in a growing organization, where I can get the opportunities to prove my ability by accepting challenges, fulfilling the organization goal and climb the career ladder through continuous learning and commitment"
c541 first name,c541 last name,c541@email.com,password,none,-33.86030834496306,151.44535873017395,"['Event Management', 'Corporate & Commercial Law', 'Surveying']",To serve in organization where there is opportunity for utilizing my skills and upgrading my knowledge in the process of growth of the organization
c542 first name,c542 last name,c542@email.com,password,PhD,-33.80003649327752,151.35698578445317,['Management - Vocational'],To effectively utilize my skills in the field of engineering for the development of myself and for the company in which I am working with utmost dedication
c543 first name,c543 last name,c543@email.com,password,none,-33.89125063271823,151.2970205183095,['Financial Managers & Controllers'],To pursue a career in the technical industry as an efficient and dependable employee being resourceful to the organization and affable towards my colleagues
c544 first name,c544 last name,c544@email.com,password,secondary,-34.063852122950586,151.3653323500228,"['Analysis & Reporting', 'Management', 'Occupational Health & Safety', 'Customer Service - Call Centre', 'Generalists - In-house', 'Taxation']",To enroll myself in a workforce that is challenging enough to unleash the best out of me
c545 first name,c545 last name,c545@email.com,password,tertiary,-33.71503013477778,151.3323920615389,"['Other', 'Management - Universities', 'Sales - Outbound']",To secure a challenging position where I can effectively contribute my skills as software professional for growth of organization and myself
c546 first name,c546 last name,c546@email.com,password,tertiary,-34.051541328029515,150.99576314515716,"['Health, Safety & Environment']","To work in a challenging organization where I can keep learning, apply my inherent skills and knowledge towards aligning my personal goals to that the organization"
c547 first name,c547 last name,c547@email.com,password,none,-33.98852023949955,151.2739629706625,"['Surveying', 'Banking - Corporate & Institutional', 'Banking - Retail/Branch']",To pursue a career in an organization that gives me an opportunity to prove myself and helps in improving the horizons of my skills and abilities which enables me in scaling the heights of professional excellence and thus make a meaningful contribution to organizational goals
c548 first name,c548 last name,c548@email.com,password,PhD,-33.74759944509257,151.350623791157,"['Aged & Disability Support ', 'Direct Marketing & CRM']",To grow as a professional Engineer in professionally managed company where my capabilities are recognized and gives me opportunities for growth where I can lead to give quality solutions to the company
c549 first name,c549 last name,c549@email.com,password,tertiary,-33.784343305832955,151.52553820179315,"['Corporate Finance & Investment Banking', 'Civil/Structural Engineering', 'Carpentry & Cabinet Making ', 'Electrical/Electronic Engineering', 'Air Force', 'Other', 'Quality Assurance & Control']","To work in a result oriented, dynamic environment, providing ample opportunities for value addition to the organization and providing challenges, opportunities for sustained personal"
c550 first name,c550 last name,c550@email.com,password,masters,-33.936355488692286,151.04552866310837,"['Child Welfare, Youth & Family Services ', 'Machine Operators', 'Engineering - Software', 'Family Law', 'Sales - Pre & Post', 'Optical', 'Analysis & Reporting', 'Underwriting', 'Management Accounting & Budgeting', 'Banking & Finance Law']","To work on a challenging job profile which provides an opportunity to enhance my technical skills and knowledge, This could provide me an insight into new aspects so that it would be helpful for my career"
c551 first name,c551 last name,c551@email.com,password,tertiary,-33.698680776126224,151.45062699105088,"['Planning & Scheduling', 'Other', 'Settlements']",To work in a harmonious environment with a progressive organization that shall enable me to improve my skill sets and to achieve a career that indulges my passion for technology combined with an opportunity to apply my understandings of the same
c552 first name,c552 last name,c552@email.com,password,PhD,-33.74573124948884,151.00119422599658,"['Programming & Production', 'Security', 'Veterinary Services & Animal Welfare', 'Forensic Accounting & Investigation', 'Management', 'Journalism & Writing']","To become successful person, I want to work in an environment which would utilize my anylytical and technical skills"
c553 first name,c553 last name,c553@email.com,password,none,-33.77207089605457,151.45213866546823,['Process Engineering'],To be an astute learner and the best performer in your organization
c554 first name,c554 last name,c554@email.com,password,none,-33.899945439913495,151.38517778295684,"['All Farming, Animals & Conservation ', 'Policy', 'Strategy & Planning', 'Retail Assistants ', 'Programme & Project Management', 'Emergency Services', 'Farm Management', 'CEO', 'Gardening & Landscaping']",To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective
c555 first name,c555 last name,c555@email.com,password,postgraduate,-33.69932819119361,151.16793898646844,"['Management - Agency', 'Winery & Viticulture', 'Project Management', 'Police & Corrections', 'Purchasing, Procurement & Inventory', 'Other', 'Industrial Design']",To achieve success in any task I undertake making full use of my personal and professional capabilities thereby benefiting the organization I work with
c556 first name,c556 last name,c556@email.com,password,none,-33.781598635891044,151.0199945358041,"['Other', 'Biotechnology & Genetics', 'Banking - Retail/Branch', 'Banking - Business']",To pursue a challenging career and be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization
c557 first name,c557 last name,c557@email.com,password,postgraduate,-34.015475098348695,151.45551580245575,"['Technicians ', 'Tax Law', 'Account & Relationship Management', 'Promotions', 'Web Development & Production', 'Corporate Development', 'Company Secretaries', 'Strategy & Planning', 'Other']",To administer and develop solution to produce the best outcome and to work towards the goal of organization
c558 first name,c558 last name,c558@email.com,password,postgraduate,-34.00296863002963,150.9553585072774,"['Mining - Engineering & Maintenance ', 'Machine Operators', 'Management Accounting & Budgeting', 'Childcare & Outside School Hours Care ', 'All Information & Communication Technology ', 'All Legal ', 'Workplace Training & Assessment', 'Volunteer Coordination & Support', 'Teaching Aides & Special Needs', 'Management']",To seek a challenging career in a high growing company with a competitive and challenging environment and utilize my experience and education to its full potential
c559 first name,c559 last name,c559@email.com,password,PhD,-33.977871934784524,151.06338509880356,"['Childcare & Outside School Hours Care ', 'Modelling & Simulation']",To work efficiently and passionately in a challenging environment for overall growth and to meet organizational goals and objectives
c560 first name,c560 last name,c560@email.com,password,none,-33.91197547780342,150.91207992273476,"['Receptionists', 'Administration', 'Speech Therapy', 'Other', 'Product Management & Development', 'Water & Waste Engineering']",To achieve a Challenging in the Industry and to use technical communication and interpersonal skills for the growth organization
c561 first name,c561 last name,c561@email.com,password,masters,-33.99418335660262,150.9707023991452,"['Management', 'Government - Local ', 'Nursing - High Acuity', 'Inventory & Fixed Assets', 'Management', 'Mechanical Engineering', 'Purchasing, Procurement & Inventory', 'Government - Federal ', 'Kitchen & Sandwich Hands', 'Taxation']",To build web applications to solve business problems
c562 first name,c562 last name,c562@email.com,password,postgraduate,-33.880218433177006,151.53311808355596,"['Nursing - General Medical & Surgical', 'Taxation']",To secure a job in the information technology and utilize my skills and knowledge for the benefit of the organization while achieving career growth
c563 first name,c563 last name,c563@email.com,password,masters,-34.07072031272286,151.35139635871766,"['Web Development & Production', 'Locksmiths', 'Machine Operators', 'Maintenance', 'Market Research & Analysis', 'Analysts', 'Welders & Boilermakers ', 'All Human Resources & Recruitment ', 'Nursing - Educators & Facilitators']","To frame a career that allows me to be compatible in any competitive environment and also boosts up my capacities, knowledge and energy to their positive full and a drive for self improvement with sincerity, dedication and smart work"
c564 first name,c564 last name,c564@email.com,password,masters,-33.64626587281339,151.2306150478327,"['Cleaning Services', 'Credit', 'Welders & Boilermakers ']","To work in a firm with professional work driven environment where I can apply knowledge, skills which enables me as a fresh graduate to grow and achieve personal as well as organizational goals"
c565 first name,c565 last name,c565@email.com,password,tertiary,-33.82374261733082,151.5552624052332,"['Supervisors/Team Leaders', 'Management', 'Farm Labour']","To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals"
c566 first name,c566 last name,c566@email.com,password,postgraduate,-33.86696654382434,151.51599782762318,"['Banking - Business', 'Plumbers', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Company Secretaries', 'Nursing - Management', 'Other']","To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions"
c567 first name,c567 last name,c567@email.com,password,secondary,-33.83798627976782,151.3015923093103,"['Database Development & Administration', 'Front Office & Guest Services', 'Automotive Trades ', 'Management', 'Banking - Business', 'Conservation, Parks & Wildlife', 'Agency Account Management', 'Carpentry & Cabinet Making ', 'Management']","To work on a challenging job profile which provides an opportunity to enhance my technical skills and knowledge, This could provide me an insight into new aspects so that it would be helpful for my career"
c568 first name,c568 last name,c568@email.com,password,secondary,-33.7205599604917,151.12685572847627,"['Childcare & Outside School Hours Care ', 'Building Trades', 'Agency Account Management']",To work for an organization which provides challenging and an education working environment which would nature my knowledge and leverage my skills for organizational and personal perspective
c569 first name,c569 last name,c569@email.com,password,tertiary,-33.75450625331077,151.12192217995818,"['Other', 'Commercial Sales, Leasing & Property Mgmt', 'Process Engineering', 'Locksmiths', 'Aviation Services', 'Automotive Trades ', 'Sales - Outbound', 'Chefs/Cooks ']",To utilize my proficiency in an effective manner for a reputed organization that proves my creation and innovation for the organization
c570 first name,c570 last name,c570@email.com,password,tertiary,-33.699309080778974,151.43505808150164,"['Other', 'Telecommunications', 'Other', 'Management & Change Consulting', 'Testing & Quality Assurance', 'Couriers, Drivers & Postal Services', 'Graphic Design', 'All Accounting ', 'Interior Design', 'Banking & Finance Law']",To seek a career in a reputed organization that will help me to grow with the organization and to acquire new knowledge and skills apply my knowledge in that field
c571 first name,c571 last name,c571@email.com,password,masters,-33.97101626523428,151.10187476461047,"['All Human Resources & Recruitment ', 'Health, Safety & Environment', 'Other', 'Residential Leasing & Property Management', 'Security Services', 'Assessment', 'Training & Development', 'Electricians ', 'Buying']","To work in organisation where the skill, knowledge and enthusiasm is of high value"
c572 first name,c572 last name,c572@email.com,password,none,-33.72963604520816,151.45180864177053,"['Web & Interaction Design', 'Public Relations & Corporate Affairs', 'Help Desk & IT Support', 'Treasury', 'Government - Local ']",To become a successful professional in the field of Information Technology and to work in an innovative and competitive world and to grow with the company where I can effectively contribute my software skills as professional
c573 first name,c573 last name,c573@email.com,password,masters,-34.035216115853494,151.0391295792629,"['Community Services & Development', 'Nursing - Theatre & Recovery', 'Volunteer Coordination & Support', 'Customer Service - Customer Facing', 'Engineering - Hardware', 'Residents & Registrars', 'Property Law', 'Landscape Architecture']","To seek a challenging position in an IT industry and contribute extensively while being resourceful, innovative and flexible in an environment where there is opportunity for personal and professional growth"
c574 first name,c574 last name,c574@email.com,password,PhD,-34.0900812280177,151.21285538958304,"['Teaching - Early Childhood', 'All Mining, Resources & Energy ', 'Other', 'Buying', 'Nursing - A&E, Critical Care & ICU', 'Plumbers', 'Client & Sales Administration', 'Other']",To develop my career as a software engineer
c575 first name,c575 last name,c575@email.com,password,secondary,-33.78199080143606,151.420337084175,"['Contracts Management', 'Modelling & Simulation', 'Freight/Cargo Forwarding']",To administer and develop solution to produce the best outcome and to work towards the goal of organization
c576 first name,c576 last name,c576@email.com,password,secondary,-33.70512997424507,151.0184005035671,"['Analysis & Reporting', 'Labourers ', 'Account & Relationship Management', 'Teaching - Tertiary', 'Automotive Engineering', 'Environmental, Earth & Geosciences', 'Health, Safety & Environment']",To work in a challenging atmosphere by exhibiting my skills with at most sincerity and dedicated smart work for the growth of your esteemed organization along with mine
c577 first name,c577 last name,c577@email.com,password,PhD,-33.83100880419081,151.24370874140334,['Other'],To obtain a position which offers me a positive environment to learn new technologies and implement them in order to support the forces and also helps me in broadening and enhancing my current skills and knowledge
c578 first name,c578 last name,c578@email.com,password,masters,-33.73693894111973,150.9794303054383,"['All Construction ', 'Valuation', 'Management - Store ', 'Surveying', 'Workplace Training & Assessment', 'Analysis & Reporting', 'Accounts Payable', 'Environment & Planning Law', 'Community Services & Development', 'Mining - Exploration & Geoscience']","To secure a challenging position where, I can effectively contribute with my Technical skills"
c579 first name,c579 last name,c579@email.com,password,secondary,-33.872917016785706,151.49097377655028,"['Teaching Aides & Special Needs', 'Construction Law', 'Nursing - A&E, Critical Care & ICU', 'Mortgages', 'Project Management', 'Automotive Trades ', 'Medical Imaging', 'Analysts', 'Personal Injury Law']","To work in learning and challenging environment, utilizing my skill and knowledge to be the best of my abilities and contribute positively to my personal growth as well as growth of the organization"
c580 first name,c580 last name,c580@email.com,password,postgraduate,-33.751401511700806,150.94111225168766,['Environmental Services'],"To secure a challenging position in an esteemed organization, and expand my skills and experience by working alongside the best technologists in the industry"
c581 first name,c581 last name,c581@email.com,password,secondary,-34.11645405094252,151.27089339470578,"['Event Management', 'All Education & Training ', 'Housekeeping', ""Workers' Compensation"", 'Cost Accounting']","To obtain a challenging position in a progressive company, utilizing abilities developed through experience and education, with the opportunities for professional growth based on performance"
c582 first name,c582 last name,c582@email.com,password,tertiary,-33.81711161199107,151.28527176130237,"['Banking - Corporate & Institutional', 'Industrial & Employee Relations', 'Other', 'Other']",To work in a stimulating and challenging environment that would facilitate the maximum utilization and application of my broad skills and expertise in making a positive difference to the organization
c583 first name,c583 last name,c583@email.com,password,none,-33.89246733608645,150.99415082511877,"['Risk Consulting', 'Sales - Inbound']","To constantly strive towards perfection in my field through total dedication and diligence, to be a valuable asset for the organization"
c584 first name,c584 last name,c584@email.com,password,postgraduate,-33.74928632258286,151.1387489796627,"['Sales - Inbound', 'Materials Handling Engineering', 'Automotive Engineering', 'Account & Relationship Management', 'Banking - Business', 'All Government & Defence ', 'All Insurance & Superannuation', 'Ambulance/Paramedics']",To work with an organization that will allow me to utilize my current skills and will also help me continue to develop and grow as a professional
c585 first name,c585 last name,c585@email.com,password,tertiary,-33.940131822347325,150.89323998153066,['Sales - Outbound'],To work in a globally competitive environment on challenging assignments that shall yield the twin benefits of the job satisfaction as well as professional and organizational growth
c586 first name,c586 last name,c586@email.com,password,postgraduate,-33.95277591584855,151.18656058418048,"['Brand Management', 'Product Management & Development', 'Mathematics, Statistics & Information Sciences', 'Marketing Assistants/Coordinators', 'Medical Administration']","To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals"
c587 first name,c587 last name,c587@email.com,password,postgraduate,-33.95543065872824,151.3716380525864,"['Compliance & Risk', 'Customer Service - Call Centre', 'Strategy & Planning', 'Other', 'Analysis & Reporting']",To be an integral part of a learning sphere so as to comprehend key aspects and issues in the IT industry and to be able to contribute to the best of my abilities and knowledge
c588 first name,c588 last name,c588@email.com,password,postgraduate,-33.9735284807803,151.24051977349745,"['Trade Marketing', 'Property Law', 'Administrative Assistants ']",To continuously grow with the organization by applying skills and experience gained
c589 first name,c589 last name,c589@email.com,password,postgraduate,-33.78339164943127,151.39677543054555,"['Financial Planning', 'Couriers, Drivers & Postal Services', 'Board Appointments', 'Mining - Operations', 'Other', 'Electrical/Electronic Engineering', 'Commercial Sales, Leasing & Property Mgmt']",To work with a company which appreciates innovation so that I can enhance my knowledge and skills to give my best for the growth of the company
c590 first name,c590 last name,c590@email.com,password,PhD,-33.794830652901425,150.93004888494872,['All Self Employment'],"To be associated with progressive organization that gives me scope to utilize my knowledge and skills in accordance with the latest trends, be a part of team, dynamically work towards growth of organization, and gain satisfaction thereof"
c591 first name,c591 last name,c591@email.com,password,postgraduate,-33.93135865261513,151.37507638203175,"['Mining - Processing', 'Account & Relationship Management', 'Help Desk & IT Support', 'Underwriting', 'All Community Services & Development ', 'All CEO & General Management', 'Other']",To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective
c592 first name,c592 last name,c592@email.com,password,masters,-34.07846343935223,151.24425459010115,['Administration'],"To work for an organization, this provides me the opportunity to improve my skills and knowledge to growth along with the organization objective"
c593 first name,c593 last name,c593@email.com,password,tertiary,-33.82291603219586,151.39431172406174,['Banking - Business'],To work in an environment which provides more in the field of computer software
c594 first name,c594 last name,c594@email.com,password,PhD,-33.857653249868505,151.19809038707174,"['Carpentry & Cabinet Making ', 'Chemical Engineering', 'Airlines', 'Student Services', 'Teaching - Vocational', 'Mining - Engineering & Maintenance ', 'Waiting Staff', 'Direct Marketing & CRM', 'Forensic Accounting & Investigation']",To secure a challenging position where I can effectively contribute my skills as Software Engineer
c595 first name,c595 last name,c595@email.com,password,postgraduate,-33.81389319200618,150.98821345289753,"['All Farming, Animals & Conservation ']",To secure position as a Software Engineer where I can effectively contribute my skills for growth of the organization and for myself
c596 first name,c596 last name,c596@email.com,password,masters,-33.842837666462174,151.06822537141977,"['All Community Services & Development ', 'Sales - Inbound', 'Public Transport & Taxi Services', 'Other', 'Navy']","To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions"
c597 first name,c597 last name,c597@email.com,password,PhD,-33.907338247806976,150.95239984118462,"['Retail Assistants ', 'Nursing - General Medical & Surgical', 'Client & Sales Administration', 'Housing & Homelessness Services']",To seek a challenging positions in a company with an open energetic and vibrant both environment which provides for continuous learning and career growth
c598 first name,c598 last name,c598@email.com,password,PhD,-33.74486648829573,151.2211679346235,"['Pattern Makers & Garment Technicians', 'Fitters, Turners & Machinists', 'Property Law']","To work in a challenging organization which will give scope to apply my skills, knowledge experience and constantly grow with the organization"
c599 first name,c599 last name,c599@email.com,password,tertiary,-33.85227432500677,150.90213462276117,"['Plant & Machinery Operators ', 'Assembly & Process Work', 'Other']","To pursue a highly rewarding career, seeking a job in challenging and healthy work environment where I can utilize my skills and knowledge efficiently for organizational growth"
c600 first name,c600 last name,c600@email.com,password,postgraduate,-34.08507776144547,151.39204904928138,"['All Information & Communication Technology ', 'Management - Area/Multi-site', 'Accounts Receivable/Credit Control', 'Management']",To work in a highly competitive environment with a perfect challenge by contributing the best for the growth of the organization while ensuring growth in personal career
c601 first name,c601 last name,c601@email.com,password,masters,-33.797236857967064,151.1803549401896,"['Medical Specialists', 'Chemistry & Physics', 'Tutoring', 'Other', 'Other', 'Food Technology & Safety']",To work and grow in an environment where performance is rewarded with new responsibilities and challenges and innovative career with an organization
c602 first name,c602 last name,c602@email.com,password,secondary,-34.010167093420115,151.15593553490763,"['Quality Assurance & Control', 'Other', 'Labourers ', 'Other', 'Clinical/Medical Research', 'Sales - Pre & Post', 'All Hospitality & Tourism ', 'Library Services & Information Management', 'Environment & Sustainability Consulting']",To find a challenging position in a fast growing organization with global reach where I can dedicate myself and produce exceptional results
c603 first name,c603 last name,c603@email.com,password,postgraduate,-33.61974533723893,151.2733804723978,"['Indigenous & Multicultural Services', 'Fishing & Aquaculture', 'Nannies & Babysitters', 'General Practitioners', 'Training & Development']","To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresher to grow while fulfilling organizational goals"
c604 first name,c604 last name,c604@email.com,password,masters,-33.78530511275145,151.52817764318053,"['Student Services', 'Administrative Assistants ', 'Contracts Management', 'Other']",To succeed in an environment of growth and excellence and earn a job which provides me job Satisfaction and self development and help me achieve personal as well as organization goals
c605 first name,c605 last name,c605@email.com,password,postgraduate,-33.766214040663414,151.24156857737367,"['Aviation Services', 'Pickers & Packers', 'Funds Management', 'Indigenous & Multicultural Services', 'Other']",To achieve a good job in reputed company and to do work with honesty for the progress of the company
c606 first name,c606 last name,c606@email.com,password,secondary,-33.855149202932154,151.47810662936377,"['Nursing - Theatre & Recovery', 'Account & Relationship Management', 'Front Office & Guest Services', 'Compliance & Risk', 'All CEO & General Management', 'Chefs/Cooks ', 'Marketing Communications']",To learn and function effectively in an organization and be able to deliver to the bottom line
c607 first name,c607 last name,c607@email.com,password,secondary,-33.98962170177031,151.1764534909631,"['Nursing - Community, Maternal & Child Health', 'Bakers & Pastry Chefs', 'Management', 'Corporate Finance & Investment Banking', 'Public Relations & Corporate Affairs', 'Account & Relationship Management', 'Project Management', 'Environmental Services']","To secure a challenging position where I can effectively contribute my skills as software professional, possessing competent technical skills"
c608 first name,c608 last name,c608@email.com,password,masters,-34.02870513654077,151.09761832063467,"['Army', 'Other', 'Property Law', 'Plumbers', 'Payroll']","To be a part of a team which applies statistical knowledge and data driven decisions in reaching discrete conclusions based on research, analysis and statistical modeling"
c609 first name,c609 last name,c609@email.com,password,masters,-33.853909060597445,151.15109263436668,"['Programme & Project Management', 'Agency Account Management', 'Help Desk & IT Support', 'Waiting Staff', 'Optical', 'Management', 'Nursing - Management']",To gain an insight view in a challenging environment which provides me the opportunity to exercise my engineering and interpersonal skill which can help me to enhance my knowledge for the development of self and organization
c610 first name,c610 last name,c610@email.com,password,masters,-33.91253331654473,151.32115098344005,"['Teaching - Early Childhood', 'Inventory & Fixed Assets', 'All Sales ']",To establish a successful career in the field of software development
c611 first name,c611 last name,c611@email.com,password,postgraduate,-33.705054920883086,151.00746674690095,"['Retail Assistants ', 'Business Services & Corporate Advisory', 'Engineering - Hardware', 'Freight/Cargo Forwarding', 'Security', 'Mechanical Engineering', 'Compliance & Risk', 'Litigation & Dispute Resolution', 'Surveying', 'Analysis & Reporting']",To secure a promising position that offers both the challenge and good opportunity for growth
c612 first name,c612 last name,c612@email.com,password,none,-33.80815744763295,151.0726072987375,"['Accounts Payable', 'Bar & Beverage Staff', 'Other', 'Residential Sales', 'Insolvency & Corporate Recovery', 'Fashion & Textile Design', 'Sales - Outbound', 'Surveying', 'Indigenous & Multicultural Services', 'Machine Operators']",To secure a challenging and responsible in a creative environment where I can effectively apply my skills and acquired knowledge offer the growth of the organization myself
c613 first name,c613 last name,c613@email.com,password,postgraduate,-33.94075373244611,150.99610745228534,"['Government - Local ', 'Residents & Registrars', 'Cleaning Services', 'Business/Systems Analysts', 'Architectural Drafting', 'Administrative Assistants ']",To work in challenging and creative environment and effectively contribute towards the goals of the organization through hard work
c614 first name,c614 last name,c614@email.com,password,tertiary,-33.7987007332156,150.904249817636,['Other'],"To work in a learning and challenging environment, utilizing my skill and knowledge to the best of my abilities and contribute positively to my personal growth as well as growth of the organization"
c615 first name,c615 last name,c615@email.com,password,secondary,-33.76590233962588,151.30261497590243,"['Hair & Beauty Services ', 'Other', 'Body Corporate & Facilities Management', 'Management', 'Engineering - Network', 'All Banking & Financial Services ', 'Other', 'Tutoring']","To work in an organization where I can utilization my knowledge, skills and ability to enhance my complete potential in order to grow and meet the challenges of competitive environment and work professionally"
c616 first name,c616 last name,c616@email.com,password,postgraduate,-33.91471203035068,151.3134952883308,"['All Mining, Resources & Energy ', 'Environmental Engineering', 'Promotions', 'Retail Assistants ', 'Programme & Project Management', 'Editing & Publishing', 'Gaming', 'Management - Agency', 'Other']",To become a successful Professional in the field of Software Engineering and to work in the environment where I can utilise my knowledge and enhance them for the development of the company
c617 first name,c617 last name,c617@email.com,password,PhD,-33.62349839394317,151.2001486015017,"['Public Transport & Taxi Services', 'Other', 'Foreperson/Supervisors', 'Brand Management', 'Workplace Training & Assessment', 'All Information & Communication Technology ', 'Market Research & Analysis', 'All Consulting & Strategy']","To be part of a reputed organization wherein I can apply my technical knowledge and skills, thus create value for the organization and further my career growth"
c618 first name,c618 last name,c618@email.com,password,none,-34.06392580877881,151.32552603667804,"['Other', 'Air Force', 'Administrative Assistants ', 'Fishing & Aquaculture', 'Farm Management', 'Credit']",To gain immense knowledge in managing business to use the opportunity arising favorably and to learn to change according to the changing environment of business to be the leader in it
c619 first name,c619 last name,c619@email.com,password,PhD,-33.73963911392796,151.37515150767302,"['Inventory & Fixed Assets', 'Teaching - Early Childhood', 'Chemistry & Physics', 'Account & Relationship Management']",To achieve the highest standards in my work through innovation and dedication and simultaneously contribute to the growth of my organization
c620 first name,c620 last name,c620@email.com,password,masters,-33.759408704569196,150.996696139577,"['All Legal ', 'Consulting & Generalist HR', 'All Information & Communication Technology ', 'Litigation & Dispute Resolution', 'Web & Interaction Design', 'Housekeeping', 'Materials Sciences', 'Direct Marketing & CRM', 'Management']",To be an expert on the available technology and significant contributor to the growth of the organization and of myself
c621 first name,c621 last name,c621@email.com,password,PhD,-33.81082962985022,151.39183229548843,['All Construction '],"To establish global career in PLM field which offers challenges and growth opportunities, scope to learn and implication of new ideas to enrich my knowledge and skills while contributing my best to the organization"
c622 first name,c622 last name,c622@email.com,password,postgraduate,-33.868199770485965,150.9205704555176,"['Employment Services', 'Estimating', 'Legal Practice Management', 'Actuarial', 'Production, Planning & Scheduling', 'Physiotherapy, OT & Rehabilitation ', 'Team Leaders', 'Analysis & Reporting', 'Other', 'Architectural Drafting']",To learn more trending technologies where i can implement the concept of Java and other languages i know and also to learn more new languages and expand my horizon in the field of Computer Programming
c623 first name,c623 last name,c623@email.com,password,PhD,-33.7315993395766,151.49727219123426,['Horticulture'],To gain an insight view in a challenging environment which provides me the opportunity to exercise my engineering and interpersonal skill which can help me to enhance my knowledge for the development of self and organization
